"query","intent","entities"
"Week 11 readings Dr. Garcia","find_lecture_materials","[('Dr. Garcia', 'professor'), ('11', 'week'), ('readings', 'content_type')]"
"Prof. Smith MATH202 week 5 slides","find_lecture_materials","[('Prof. Smith', 'professor'), ('MATH202', 'course'), ('5', 'week'), ('slides', 'content_type')]"
"April 2022 slides","find_general_materials","[('slides', 'content_type')]"
"slides for BIO205","find_general_materials","[('BIO205', 'course'), ('slides', 'content_type')]"
"CS101 readings week 9","find_lecture_materials","[('CS101', 'course'), ('9', 'week'), ('readings', 'content_type')]"
"readings for PHYS301","find_general_materials","[('PHYS301', 'course'), ('readings', 'content_type')]"
"Dr. Amoako MATH202 week 4 readings","find_lecture_materials","[('Dr. Amoako', 'professor'), ('MATH202', 'course'), ('4', 'week'), ('readings', 'content_type')]"
"Prof. Smith readings 2022","find_general_materials","[('Prof. Smith', 'professor'), ('readings', 'content_type')]"
"Dr. Garcia slides 2022","find_general_materials","[('Dr. Garcia', 'professor'), ('slides', 'content_type')]"
"Dr. Johnson CHEM102 readings","find_general_materials","[('Dr. Johnson', 'professor'), ('CHEM102', 'course'), ('readings', 'content_type')]"
"Dr. Amoako readings 2021","find_general_materials","[('Dr. Amoako', 'professor'), ('readings', 'content_type')]"
"October 2023 readings","find_general_materials","[('readings', 'content_type')]"
"MATH202 solutions week 4","find_lecture_materials","[('MATH202', 'course'), ('4', 'week'), ('solutions', 'content_type')]"
"Prof. Lee BIO205 week 11 exams","find_lecture_materials","[('Prof. Lee', 'professor'), ('BIO205', 'course'), ('11', 'week'), ('exams', 'content_type')]"
"Dr. Johnson MATH202 exams","find_exam_materials","[('Dr. Johnson', 'professor'), ('MATH202', 'course'), ('exams', 'content_type')]"
"Dr. Johnson PHYS301 week 3 exams","find_lecture_materials","[('Dr. Johnson', 'professor'), ('PHYS301', 'course'), ('3', 'week'), ('exams', 'content_type')]"
"Dr. Amoako BIO205 slides","find_general_materials","[('Dr. Amoako', 'professor'), ('BIO205', 'course'), ('slides', 'content_type')]"
"April 2023 assignments","find_general_materials","[('assignments', 'content_type')]"
"solutions for CHEM102","find_general_materials","[('CHEM102', 'course'), ('solutions', 'content_type')]"
"Prof. Smith BIO205 week 8 slides","find_lecture_materials","[('Prof. Smith', 'professor'), ('BIO205', 'course'), ('8', 'week'), ('slides', 'content_type')]"
"Prof. Smith exams 2022","find_general_materials","[('Prof. Smith', 'professor'), ('exams', 'content_type')]"
"Week 9 slides Dr. Garcia","find_lecture_materials","[('Dr. Garcia', 'professor'), ('9', 'week'), ('slides', 'content_type')]"
"March 2021 exams","find_general_materials","[('exams', 'content_type')]"
"Dr. Garcia exams 2023","find_general_materials","[('Dr. Garcia', 'professor'), ('exams', 'content_type')]"
"Prof. Lee PHYS301 exams","find_exam_materials","[('Prof. Lee', 'professor'), ('PHYS301', 'course'), ('exams', 'content_type')]"
"February 2022 solutions","find_general_materials","[('solutions', 'content_type')]"
"March 2022 exams","find_general_materials","[('exams', 'content_type')]"
"BIO205 slides week 9","find_lecture_materials","[('BIO205', 'course'), ('9', 'week'), ('slides', 'content_type')]"
"Prof. Lee BIO205 lecture notes","find_general_materials","[('Prof. Lee', 'professor'), ('BIO205', 'course'), ('lecture notes', 'content_type')]"
"September 2021 exams","find_general_materials","[('exams', 'content_type')]"
"February 2021 readings","find_general_materials","[('readings', 'content_type')]"
"Prof. Smith slides 2021","find_general_materials","[('Prof. Smith', 'professor'), ('slides', 'content_type')]"
"MATH202 assignments week 8","find_lecture_materials","[('MATH202', 'course'), ('8', 'week'), ('assignments', 'content_type')]"
"February 2021 lecture notes","find_general_materials","[('lecture notes', 'content_type')]"
"Dr. Garcia MATH202 assignments","find_assignments","[('Dr. Garcia', 'professor'), ('MATH202', 'course'), ('assignments', 'content_type')]"
"September 2023 exams","find_general_materials","[('exams', 'content_type')]"
"January 2023 exams","find_general_materials","[('exams', 'content_type')]"
"February 2022 assignments","find_general_materials","[('assignments', 'content_type')]"
"Dr. Garcia CHEM102 solutions","find_general_materials","[('Dr. Garcia', 'professor'), ('CHEM102', 'course'), ('solutions', 'content_type')]"
"lecture notes for PHYS301","find_general_materials","[('PHYS301', 'course'), ('lecture notes', 'content_type')]"
"Dr. Johnson CS101 assignments","find_assignments","[('Dr. Johnson', 'professor'), ('CS101', 'course'), ('assignments', 'content_type')]"
"Dr. Garcia CHEM102 readings","find_general_materials","[('Dr. Garcia', 'professor'), ('CHEM102', 'course'), ('readings', 'content_type')]"
"exams for PHYS301","find_exam_materials","[('PHYS301', 'course'), ('exams', 'content_type')]"
"Dr. Garcia PHYS301 week 3 slides","find_lecture_materials","[('Dr. Garcia', 'professor'), ('PHYS301', 'course'), ('3', 'week'), ('slides', 'content_type')]"
"Dr. Amoako CHEM102 lecture notes","find_general_materials","[('Dr. Amoako', 'professor'), ('CHEM102', 'course'), ('lecture notes', 'content_type')]"
"Dr. Garcia solutions 2022","find_general_materials","[('Dr. Garcia', 'professor'), ('solutions', 'content_type')]"
"Dr. Garcia BIO205 solutions","find_general_materials","[('Dr. Garcia', 'professor'), ('BIO205', 'course'), ('solutions', 'content_type')]"
"BIO205 lecture notes week 3","find_lecture_materials","[('BIO205', 'course'), ('3', 'week'), ('lecture notes', 'content_type')]"
"Dr. Amoako solutions 2021","find_general_materials","[('Dr. Amoako', 'professor'), ('solutions', 'content_type')]"
"September 2021 exams","find_general_materials","[('exams', 'content_type')]"
"CHEM102 slides week 1","find_lecture_materials","[('CHEM102', 'course'), ('1', 'week'), ('slides', 'content_type')]"
"Week 2 solutions Dr. Amoako","find_lecture_materials","[('Dr. Amoako', 'professor'), ('2', 'week'), ('solutions', 'content_type')]"
"Dr. Amoako BIO205 week 8 solutions","find_lecture_materials","[('Dr. Amoako', 'professor'), ('BIO205', 'course'), ('8', 'week'), ('solutions', 'content_type')]"
"September 2023 solutions","find_general_materials","[('solutions', 'content_type')]"
"Dr. Amoako MATH202 week 11 slides","find_lecture_materials","[('Dr. Amoako', 'professor'), ('MATH202', 'course'), ('11', 'week'), ('slides', 'content_type')]"
"Dr. Amoako MATH202 week 8 solutions","find_lecture_materials","[('Dr. Amoako', 'professor'), ('MATH202', 'course'), ('8', 'week'), ('solutions', 'content_type')]"
"Prof. Smith CS101 week 11 readings","find_lecture_materials","[('Prof. Smith', 'professor'), ('CS101', 'course'), ('11', 'week'), ('readings', 'content_type')]"
"Week 6 assignments Prof. Smith","find_lecture_materials","[('Prof. Smith', 'professor'), ('6', 'week'), ('assignments', 'content_type')]"
"Prof. Lee BIO205 readings","find_general_materials","[('Prof. Lee', 'professor'), ('BIO205', 'course'), ('readings', 'content_type')]"
"Dr. Amoako assignments 2021","find_general_materials","[('Dr. Amoako', 'professor'), ('assignments', 'content_type')]"
"Week 7 slides Dr. Amoako","find_lecture_materials","[('Dr. Amoako', 'professor'), ('7', 'week'), ('slides', 'content_type')]"
"CS101 readings week 11","find_lecture_materials","[('CS101', 'course'), ('11', 'week'), ('readings', 'content_type')]"
"Dr. Johnson BIO205 week 8 solutions","find_lecture_materials","[('Dr. Johnson', 'professor'), ('BIO205', 'course'), ('8', 'week'), ('solutions', 'content_type')]"
"Prof. Lee CHEM102 week 8 readings","find_lecture_materials","[('Prof. Lee', 'professor'), ('CHEM102', 'course'), ('8', 'week'), ('readings', 'content_type')]"
"Week 11 readings Dr. Garcia","find_lecture_materials","[('Dr. Garcia', 'professor'), ('11', 'week'), ('readings', 'content_type')]"
"MATH202 assignments week 5","find_lecture_materials","[('MATH202', 'course'), ('5', 'week'), ('assignments', 'content_type')]"
"Prof. Smith BIO205 solutions","find_general_materials","[('Prof. Smith', 'professor'), ('BIO205', 'course'), ('solutions', 'content_type')]"
"Week 9 readings Dr. Johnson","find_lecture_materials","[('Dr. Johnson', 'professor'), ('9', 'week'), ('readings', 'content_type')]"
"assignments for CHEM102","find_assignments","[('CHEM102', 'course'), ('assignments', 'content_type')]"
"readings for MATH202","find_general_materials","[('MATH202', 'course'), ('readings', 'content_type')]"
"assignments for MATH202","find_assignments","[('MATH202', 'course'), ('assignments', 'content_type')]"
"Prof. Lee CS101 exams","find_exam_materials","[('Prof. Lee', 'professor'), ('CS101', 'course'), ('exams', 'content_type')]"
"BIO205 readings week 1","find_lecture_materials","[('BIO205', 'course'), ('1', 'week'), ('readings', 'content_type')]"
"Prof. Lee MATH202 assignments","find_assignments","[('Prof. Lee', 'professor'), ('MATH202', 'course'), ('assignments', 'content_type')]"
"Prof. Lee slides 2021","find_general_materials","[('Prof. Lee', 'professor'), ('slides', 'content_type')]"
"PHYS301 readings week 8","find_lecture_materials","[('PHYS301', 'course'), ('8', 'week'), ('readings', 'content_type')]"
"Week 2 assignments Prof. Lee","find_lecture_materials","[('Prof. Lee', 'professor'), ('2', 'week'), ('assignments', 'content_type')]"
"PHYS301 exams week 2","find_lecture_materials","[('PHYS301', 'course'), ('2', 'week'), ('exams', 'content_type')]"
"Prof. Smith CS101 week 3 lecture notes","find_lecture_materials","[('Prof. Smith', 'professor'), ('CS101', 'course'), ('3', 'week'), ('lecture notes', 'content_type')]"
"Dr. Amoako CHEM102 solutions","find_general_materials","[('Dr. Amoako', 'professor'), ('CHEM102', 'course'), ('solutions', 'content_type')]"
"Week 3 solutions Dr. Johnson","find_lecture_materials","[('Dr. Johnson', 'professor'), ('3', 'week'), ('solutions', 'content_type')]"
"Week 5 readings Dr. Johnson","find_lecture_materials","[('Dr. Johnson', 'professor'), ('5', 'week'), ('readings', 'content_type')]"
"Prof. Smith lecture notes 2022","find_general_materials","[('Prof. Smith', 'professor'), ('lecture notes', 'content_type')]"
"Week 10 slides Dr. Garcia","find_lecture_materials","[('Dr. Garcia', 'professor'), ('10', 'week'), ('slides', 'content_type')]"
"CS101 slides week 6","find_lecture_materials","[('CS101', 'course'), ('6', 'week'), ('slides', 'content_type')]"
"CHEM102 exams week 3","find_lecture_materials","[('CHEM102', 'course'), ('3', 'week'), ('exams', 'content_type')]"
"Dr. Garcia CHEM102 readings","find_general_materials","[('Dr. Garcia', 'professor'), ('CHEM102', 'course'), ('readings', 'content_type')]"
"Dr. Johnson CHEM102 assignments","find_assignments","[('Dr. Johnson', 'professor'), ('CHEM102', 'course'), ('assignments', 'content_type')]"
"MATH202 exams week 9","find_lecture_materials","[('MATH202', 'course'), ('9', 'week'), ('exams', 'content_type')]"
"Dr. Amoako exams 2022","find_general_materials","[('Dr. Amoako', 'professor'), ('exams', 'content_type')]"
"Week 5 assignments Dr. Garcia","find_lecture_materials","[('Dr. Garcia', 'professor'), ('5', 'week'), ('assignments', 'content_type')]"
"Dr. Garcia PHYS301 week 5 lecture notes","find_lecture_materials","[('Dr. Garcia', 'professor'), ('PHYS301', 'course'), ('5', 'week'), ('lecture notes', 'content_type')]"
"Dr. Johnson exams 2021","find_general_materials","[('Dr. Johnson', 'professor'), ('exams', 'content_type')]"
"Dr. Amoako readings 2022","find_general_materials","[('Dr. Amoako', 'professor'), ('readings', 'content_type')]"
"Dr. Amoako BIO205 solutions","find_general_materials","[('Dr. Amoako', 'professor'), ('BIO205', 'course'), ('solutions', 'content_type')]"
"Prof. Smith MATH202 week 4 slides","find_lecture_materials","[('Prof. Smith', 'professor'), ('MATH202', 'course'), ('4', 'week'), ('slides', 'content_type')]"
"Dr. Amoako CHEM102 week 2 slides","find_lecture_materials","[('Dr. Amoako', 'professor'), ('CHEM102', 'course'), ('2', 'week'), ('slides', 'content_type')]"
"Dr. Amoako BIO205 week 9 slides","find_lecture_materials","[('Dr. Amoako', 'professor'), ('BIO205', 'course'), ('9', 'week'), ('slides', 'content_type')]"
"Prof. Lee lecture notes 2022","find_general_materials","[('Prof. Lee', 'professor'), ('lecture notes', 'content_type')]"
"Dr. Johnson PHYS301 slides","find_general_materials","[('Dr. Johnson', 'professor'), ('PHYS301', 'course'), ('slides', 'content_type')]"
"slides for MATH202","find_general_materials","[('MATH202', 'course'), ('slides', 'content_type')]"
"exams for CS101","find_exam_materials","[('CS101', 'course'), ('exams', 'content_type')]"
"assignments for BIO205","find_assignments","[('BIO205', 'course'), ('assignments', 'content_type')]"
"Prof. Lee CHEM102 week 7 solutions","find_lecture_materials","[('Prof. Lee', 'professor'), ('CHEM102', 'course'), ('7', 'week'), ('solutions', 'content_type')]"
"Dr. Johnson PHYS301 week 3 readings","find_lecture_materials","[('Dr. Johnson', 'professor'), ('PHYS301', 'course'), ('3', 'week'), ('readings', 'content_type')]"
"Dr. Amoako BIO205 slides","find_general_materials","[('Dr. Amoako', 'professor'), ('BIO205', 'course'), ('slides', 'content_type')]"
"Prof. Lee CS101 week 1 lecture notes","find_lecture_materials","[('Prof. Lee', 'professor'), ('CS101', 'course'), ('1', 'week'), ('lecture notes', 'content_type')]"
"CHEM102 slides week 9","find_lecture_materials","[('CHEM102', 'course'), ('9', 'week'), ('slides', 'content_type')]"
"readings for MATH202","find_general_materials","[('MATH202', 'course'), ('readings', 'content_type')]"
"Prof. Smith PHYS301 lecture notes","find_general_materials","[('Prof. Smith', 'professor'), ('PHYS301', 'course'), ('lecture notes', 'content_type')]"
"BIO205 exams week 9","find_lecture_materials","[('BIO205', 'course'), ('9', 'week'), ('exams', 'content_type')]"
"Prof. Lee BIO205 week 5 readings","find_lecture_materials","[('Prof. Lee', 'professor'), ('BIO205', 'course'), ('5', 'week'), ('readings', 'content_type')]"
"Week 5 exams Prof. Lee","find_lecture_materials","[('Prof. Lee', 'professor'), ('5', 'week'), ('exams', 'content_type')]"
"September 2021 exams","find_general_materials","[('exams', 'content_type')]"
"Dr. Johnson MATH202 week 1 assignments","find_lecture_materials","[('Dr. Johnson', 'professor'), ('MATH202', 'course'), ('1', 'week'), ('assignments', 'content_type')]"
"Dr. Garcia slides 2021","find_general_materials","[('Dr. Garcia', 'professor'), ('slides', 'content_type')]"
"BIO205 readings week 9","find_lecture_materials","[('BIO205', 'course'), ('9', 'week'), ('readings', 'content_type')]"
"Week 11 solutions Dr. Johnson","find_lecture_materials","[('Dr. Johnson', 'professor'), ('11', 'week'), ('solutions', 'content_type')]"
"BIO205 readings week 7","find_lecture_materials","[('BIO205', 'course'), ('7', 'week'), ('readings', 'content_type')]"
"Prof. Lee MATH202 assignments","find_assignments","[('Prof. Lee', 'professor'), ('MATH202', 'course'), ('assignments', 'content_type')]"
"April 2021 assignments","find_general_materials","[('assignments', 'content_type')]"
"Prof. Lee PHYS301 week 3 readings","find_lecture_materials","[('Prof. Lee', 'professor'), ('PHYS301', 'course'), ('3', 'week'), ('readings', 'content_type')]"
"January 2023 readings","find_general_materials","[('readings', 'content_type')]"
"CHEM102 exams week 10","find_lecture_materials","[('CHEM102', 'course'), ('10', 'week'), ('exams', 'content_type')]"
"Dr. Johnson readings 2023","find_general_materials","[('Dr. Johnson', 'professor'), ('readings', 'content_type')]"
"Week 9 slides Dr. Johnson","find_lecture_materials","[('Dr. Johnson', 'professor'), ('9', 'week'), ('slides', 'content_type')]"
"Prof. Lee PHYS301 week 11 slides","find_lecture_materials","[('Prof. Lee', 'professor'), ('PHYS301', 'course'), ('11', 'week'), ('slides', 'content_type')]"
"exams for PHYS301","find_exam_materials","[('PHYS301', 'course'), ('exams', 'content_type')]"
"CS101 solutions week 6","find_lecture_materials","[('CS101', 'course'), ('6', 'week'), ('solutions', 'content_type')]"
"PHYS301 slides week 6","find_lecture_materials","[('PHYS301', 'course'), ('6', 'week'), ('slides', 'content_type')]"
"Dr. Johnson assignments 2022","find_general_materials","[('Dr. Johnson', 'professor'), ('assignments', 'content_type')]"
"Dr. Garcia BIO205 assignments","find_assignments","[('Dr. Garcia', 'professor'), ('BIO205', 'course'), ('assignments', 'content_type')]"
"PHYS301 solutions week 8","find_lecture_materials","[('PHYS301', 'course'), ('8', 'week'), ('solutions', 'content_type')]"
"CS101 solutions week 12","find_lecture_materials","[('CS101', 'course'), ('12', 'week'), ('solutions', 'content_type')]"
"assignments for BIO205","find_assignments","[('BIO205', 'course'), ('assignments', 'content_type')]"
"Week 9 readings Dr. Amoako","find_lecture_materials","[('Dr. Amoako', 'professor'), ('9', 'week'), ('readings', 'content_type')]"
"Dr. Johnson PHYS301 lecture notes","find_general_materials","[('Dr. Johnson', 'professor'), ('PHYS301', 'course'), ('lecture notes', 'content_type')]"
"Prof. Lee solutions 2021","find_general_materials","[('Prof. Lee', 'professor'), ('solutions', 'content_type')]"
"Dr. Johnson CHEM102 readings","find_general_materials","[('Dr. Johnson', 'professor'), ('CHEM102', 'course'), ('readings', 'content_type')]"
"Prof. Lee CS101 week 7 slides","find_lecture_materials","[('Prof. Lee', 'professor'), ('CS101', 'course'), ('7', 'week'), ('slides', 'content_type')]"
"PHYS301 solutions week 11","find_lecture_materials","[('PHYS301', 'course'), ('11', 'week'), ('solutions', 'content_type')]"
"assignments for CHEM102","find_assignments","[('CHEM102', 'course'), ('assignments', 'content_type')]"
"slides for PHYS301","find_general_materials","[('PHYS301', 'course'), ('slides', 'content_type')]"
"Week 1 readings Dr. Amoako","find_lecture_materials","[('Dr. Amoako', 'professor'), ('1', 'week'), ('readings', 'content_type')]"
"Dr. Garcia PHYS301 week 3 slides","find_lecture_materials","[('Dr. Garcia', 'professor'), ('PHYS301', 'course'), ('3', 'week'), ('slides', 'content_type')]"
"Dr. Amoako readings 2021","find_general_materials","[('Dr. Amoako', 'professor'), ('readings', 'content_type')]"
"Dr. Amoako CHEM102 slides","find_general_materials","[('Dr. Amoako', 'professor'), ('CHEM102', 'course'), ('slides', 'content_type')]"
"solutions for BIO205","find_general_materials","[('BIO205', 'course'), ('solutions', 'content_type')]"
"CS101 exams week 4","find_lecture_materials","[('CS101', 'course'), ('4', 'week'), ('exams', 'content_type')]"
"Prof. Lee solutions 2021","find_general_materials","[('Prof. Lee', 'professor'), ('solutions', 'content_type')]"
"Week 2 exams Dr. Garcia","find_lecture_materials","[('Dr. Garcia', 'professor'), ('2', 'week'), ('exams', 'content_type')]"
"Dr. Johnson CS101 week 7 readings","find_lecture_materials","[('Dr. Johnson', 'professor'), ('CS101', 'course'), ('7', 'week'), ('readings', 'content_type')]"
"exams for CS101","find_exam_materials","[('CS101', 'course'), ('exams', 'content_type')]"
"readings for BIO205","find_general_materials","[('BIO205', 'course'), ('readings', 'content_type')]"
"exams for MATH202","find_exam_materials","[('MATH202', 'course'), ('exams', 'content_type')]"
"BIO205 assignments week 2","find_lecture_materials","[('BIO205', 'course'), ('2', 'week'), ('assignments', 'content_type')]"
"Week 3 slides Dr. Johnson","find_lecture_materials","[('Dr. Johnson', 'professor'), ('3', 'week'), ('slides', 'content_type')]"
"BIO205 readings week 3","find_lecture_materials","[('BIO205', 'course'), ('3', 'week'), ('readings', 'content_type')]"
"Dr. Amoako CHEM102 solutions","find_general_materials","[('Dr. Amoako', 'professor'), ('CHEM102', 'course'), ('solutions', 'content_type')]"
"Week 2 readings Dr. Garcia","find_lecture_materials","[('Dr. Garcia', 'professor'), ('2', 'week'), ('readings', 'content_type')]"
"PHYS301 lecture notes week 1","find_lecture_materials","[('PHYS301', 'course'), ('1', 'week'), ('lecture notes', 'content_type')]"
"PHYS301 readings week 1","find_lecture_materials","[('PHYS301', 'course'), ('1', 'week'), ('readings', 'content_type')]"
"Dr. Garcia solutions 2022","find_general_materials","[('Dr. Garcia', 'professor'), ('solutions', 'content_type')]"
"April 2021 lecture notes","find_general_materials","[('lecture notes', 'content_type')]"
"October 2023 exams","find_general_materials","[('exams', 'content_type')]"
"Dr. Garcia CS101 exams","find_exam_materials","[('Dr. Garcia', 'professor'), ('CS101', 'course'), ('exams', 'content_type')]"
"BIO205 solutions week 7","find_lecture_materials","[('BIO205', 'course'), ('7', 'week'), ('solutions', 'content_type')]"
"lecture notes for CHEM102","find_general_materials","[('CHEM102', 'course'), ('lecture notes', 'content_type')]"
"Prof. Smith CHEM102 week 9 solutions","find_lecture_materials","[('Prof. Smith', 'professor'), ('CHEM102', 'course'), ('9', 'week'), ('solutions', 'content_type')]"
"Dr. Johnson CHEM102 week 3 exams","find_lecture_materials","[('Dr. Johnson', 'professor'), ('CHEM102', 'course'), ('3', 'week'), ('exams', 'content_type')]"
"March 2023 exams","find_general_materials","[('exams', 'content_type')]"
"CHEM102 exams week 8","find_lecture_materials","[('CHEM102', 'course'), ('8', 'week'), ('exams', 'content_type')]"
"PHYS301 slides week 10","find_lecture_materials","[('PHYS301', 'course'), ('10', 'week'), ('slides', 'content_type')]"
"Prof. Lee slides 2021","find_general_materials","[('Prof. Lee', 'professor'), ('slides', 'content_type')]"
"Week 4 slides Prof. Smith","find_lecture_materials","[('Prof. Smith', 'professor'), ('4', 'week'), ('slides', 'content_type')]"
"September 2023 assignments","find_general_materials","[('assignments', 'content_type')]"
"slides for CHEM102","find_general_materials","[('CHEM102', 'course'), ('slides', 'content_type')]"
"March 2021 slides","find_general_materials","[('slides', 'content_type')]"
"Dr. Johnson exams 2023","find_general_materials","[('Dr. Johnson', 'professor'), ('exams', 'content_type')]"
"March 2021 exams","find_general_materials","[('exams', 'content_type')]"
"solutions for PHYS301","find_general_materials","[('PHYS301', 'course'), ('solutions', 'content_type')]"
"January 2023 exams","find_general_materials","[('exams', 'content_type')]"
"September 2022 lecture notes","find_general_materials","[('lecture notes', 'content_type')]"
"exams for PHYS301","find_exam_materials","[('PHYS301', 'course'), ('exams', 'content_type')]"
"February 2021 slides","find_general_materials","[('slides', 'content_type')]"
"solutions for CHEM102","find_general_materials","[('CHEM102', 'course'), ('solutions', 'content_type')]"
"Week 10 slides Prof. Smith","find_lecture_materials","[('Prof. Smith', 'professor'), ('10', 'week'), ('slides', 'content_type')]"
"January 2023 lecture notes","find_general_materials","[('lecture notes', 'content_type')]"
"April 2022 readings","find_general_materials","[('readings', 'content_type')]"
"Prof. Smith BIO205 assignments","find_assignments","[('Prof. Smith', 'professor'), ('BIO205', 'course'), ('assignments', 'content_type')]"
"solutions for MATH202","find_general_materials","[('MATH202', 'course'), ('solutions', 'content_type')]"
"Dr. Johnson CS101 lecture notes","find_general_materials","[('Dr. Johnson', 'professor'), ('CS101', 'course'), ('lecture notes', 'content_type')]"
"Prof. Lee slides 2021","find_general_materials","[('Prof. Lee', 'professor'), ('slides', 'content_type')]"
"Prof. Smith slides 2022","find_general_materials","[('Prof. Smith', 'professor'), ('slides', 'content_type')]"
"Prof. Lee PHYS301 solutions","find_general_materials","[('Prof. Lee', 'professor'), ('PHYS301', 'course'), ('solutions', 'content_type')]"
"Prof. Smith CS101 readings","find_general_materials","[('Prof. Smith', 'professor'), ('CS101', 'course'), ('readings', 'content_type')]"
"Week 3 exams Dr. Johnson","find_lecture_materials","[('Dr. Johnson', 'professor'), ('3', 'week'), ('exams', 'content_type')]"
"Prof. Lee MATH202 slides","find_general_materials","[('Prof. Lee', 'professor'), ('MATH202', 'course'), ('slides', 'content_type')]"
"MATH202 slides week 11","find_lecture_materials","[('MATH202', 'course'), ('11', 'week'), ('slides', 'content_type')]"
"Prof. Smith readings 2021","find_general_materials","[('Prof. Smith', 'professor'), ('readings', 'content_type')]"
"January 2021 lecture notes","find_general_materials","[('lecture notes', 'content_type')]"
"Dr. Amoako solutions 2021","find_general_materials","[('Dr. Amoako', 'professor'), ('solutions', 'content_type')]"
"readings for PHYS301","find_general_materials","[('PHYS301', 'course'), ('readings', 'content_type')]"
"Dr. Johnson lecture notes 2022","find_general_materials","[('Dr. Johnson', 'professor'), ('lecture notes', 'content_type')]"
"Week 6 readings Dr. Johnson","find_lecture_materials","[('Dr. Johnson', 'professor'), ('6', 'week'), ('readings', 'content_type')]"
"Week 5 assignments Prof. Lee","find_lecture_materials","[('Prof. Lee', 'professor'), ('5', 'week'), ('assignments', 'content_type')]"
"Prof. Smith BIO205 week 8 readings","find_lecture_materials","[('Prof. Smith', 'professor'), ('BIO205', 'course'), ('8', 'week'), ('readings', 'content_type')]"
"Prof. Lee PHYS301 week 9 solutions","find_lecture_materials","[('Prof. Lee', 'professor'), ('PHYS301', 'course'), ('9', 'week'), ('solutions', 'content_type')]"
"October 2023 slides","find_general_materials","[('slides', 'content_type')]"
"Dr. Garcia CHEM102 solutions","find_general_materials","[('Dr. Garcia', 'professor'), ('CHEM102', 'course'), ('solutions', 'content_type')]"
"September 2023 exams","find_general_materials","[('exams', 'content_type')]"
"Prof. Smith exams 2023","find_general_materials","[('Prof. Smith', 'professor'), ('exams', 'content_type')]"
"MATH202 lecture notes week 12","find_lecture_materials","[('MATH202', 'course'), ('12', 'week'), ('lecture notes', 'content_type')]"
"CS101 exams week 2","find_lecture_materials","[('CS101', 'course'), ('2', 'week'), ('exams', 'content_type')]"
"Week 2 readings Dr. Garcia","find_lecture_materials","[('Dr. Garcia', 'professor'), ('2', 'week'), ('readings', 'content_type')]"
"October 2022 readings","find_general_materials","[('readings', 'content_type')]"
"PHYS301 slides week 2","find_lecture_materials","[('PHYS301', 'course'), ('2', 'week'), ('slides', 'content_type')]"
"Prof. Smith exams 2022","find_general_materials","[('Prof. Smith', 'professor'), ('exams', 'content_type')]"
"Dr. Amoako CHEM102 week 4 assignments","find_lecture_materials","[('Dr. Amoako', 'professor'), ('CHEM102', 'course'), ('4', 'week'), ('assignments', 'content_type')]"
"Week 2 exams Prof. Smith","find_lecture_materials","[('Prof. Smith', 'professor'), ('2', 'week'), ('exams', 'content_type')]"
"BIO205 slides week 4","find_lecture_materials","[('BIO205', 'course'), ('4', 'week'), ('slides', 'content_type')]"
"Dr. Johnson CS101 week 5 slides","find_lecture_materials","[('Dr. Johnson', 'professor'), ('CS101', 'course'), ('5', 'week'), ('slides', 'content_type')]"
"Prof. Lee CS101 week 4 assignments","find_lecture_materials","[('Prof. Lee', 'professor'), ('CS101', 'course'), ('4', 'week'), ('assignments', 'content_type')]"
"Week 2 exams Dr. Johnson","find_lecture_materials","[('Dr. Johnson', 'professor'), ('2', 'week'), ('exams', 'content_type')]"
"CS101 assignments week 7","find_lecture_materials","[('CS101', 'course'), ('7', 'week'), ('assignments', 'content_type')]"
"April 2023 exams","find_general_materials","[('exams', 'content_type')]"
"Prof. Lee lecture notes 2023","find_general_materials","[('Prof. Lee', 'professor'), ('lecture notes', 'content_type')]"
"Dr. Amoako PHYS301 solutions","find_general_materials","[('Dr. Amoako', 'professor'), ('PHYS301', 'course'), ('solutions', 'content_type')]"
"March 2023 slides","find_general_materials","[('slides', 'content_type')]"
"Week 11 readings Dr. Garcia","find_lecture_materials","[('Dr. Garcia', 'professor'), ('11', 'week'), ('readings', 'content_type')]"
"Prof. Lee CHEM102 assignments","find_assignments","[('Prof. Lee', 'professor'), ('CHEM102', 'course'), ('assignments', 'content_type')]"
"Dr. Johnson MATH202 lecture notes","find_general_materials","[('Dr. Johnson', 'professor'), ('MATH202', 'course'), ('lecture notes', 'content_type')]"
"Week 4 slides Dr. Garcia","find_lecture_materials","[('Dr. Garcia', 'professor'), ('4', 'week'), ('slides', 'content_type')]"
"Dr. Garcia PHYS301 week 1 solutions","find_lecture_materials","[('Dr. Garcia', 'professor'), ('PHYS301', 'course'), ('1', 'week'), ('solutions', 'content_type')]"
"February 2023 lecture notes","find_general_materials","[('lecture notes', 'content_type')]"
"Prof. Smith slides 2021","find_general_materials","[('Prof. Smith', 'professor'), ('slides', 'content_type')]"
"April 2023 assignments","find_general_materials","[('assignments', 'content_type')]"
"Dr. Johnson CS101 week 8 exams","find_lecture_materials","[('Dr. Johnson', 'professor'), ('CS101', 'course'), ('8', 'week'), ('exams', 'content_type')]"
"Week 8 solutions Dr. Amoako","find_lecture_materials","[('Dr. Amoako', 'professor'), ('8', 'week'), ('solutions', 'content_type')]"
"CS101 slides week 10","find_lecture_materials","[('CS101', 'course'), ('10', 'week'), ('slides', 'content_type')]"
