name,description,file_type,size,tags,created_at,course,lecturer,semester,content_type,week
Computer_Networks_Week10_tutorial.pdf,Tutorial for Computer Networks (Spring 2024) - Week 10 by Mrs. Nyarko,pdf,35340288,"['spring-2024', 'nyarko', 'computer networks', 'tutorial', 'week-10']",2023-11-23T22:44:32,Computer Networks,Mrs. Nyarko,Spring 2024,tutorial,Week 10
Database_Systems_solution.pdf,Solution for Database Systems (Spring 2024) by Dr. Gadaafi,pdf,26127360,"['database systems', 'gadaafi', 'solution', 'spring-2024']",2024-08-17T10:10:24,Database Systems,Dr. Gadaafi,Spring 2024,solution,
Calculus_I_solution.pdf,Solution for Calculus I (Summer 2024) by Dr. Amoako,pdf,19506176,"['solution', 'calculus i', 'summer-2024', 'amoako']",2023-12-14T20:46:26,Calculus I,Dr. Amoako,Summer 2024,solution,
African_History_exam.pdf,Exam for African History (Summer 2024) by Dr. Gadaafi,pdf,18560000,"['exam', 'summer-2024', 'gadaafi', 'african history']",2024-07-09T05:56:30,African History,Dr. Gadaafi,Summer 2024,exam,
Computer_Networks_solution.pdf,Solution for Computer Networks (Fall 2023) by Prof. Mensah,pdf,47557632,"['computer networks', 'mensah', 'fall-2023', 'solution']",2024-05-07T14:09:53,Computer Networks,Prof. Mensah,Fall 2023,solution,
Calculus_I_assignments.docx,Assignments for Calculus I (Spring 2024) by Dr. Gadaafi,docx,18733056,"['calculus i', 'gadaafi', 'spring-2024', 'assignments']",2024-12-08T09:32:11,Calculus I,Dr. Gadaafi,Spring 2024,assignments,
Calculus_I_exam.pdf,Exam for Calculus I (Spring 2024) by Dr. Gadaafi,pdf,36180992,"['exam', 'calculus i', 'gadaafi', 'spring-2024']",2025-04-08T18:49:30,Calculus I,Dr. Gadaafi,Spring 2024,exam,
Programming_Basics_readings.pdf,Readings for Programming Basics (Summer 2024) by Mrs. Nyarko,pdf,32575488,"['programming basics', 'readings', 'summer-2024', 'nyarko']",2025-04-18T19:07:54,Programming Basics,Mrs. Nyarko,Summer 2024,readings,
African_History_exam.pdf,Exam for African History (Fall 2023) by Mrs. Nyarko,pdf,36206592,"['exam', 'fall-2023', 'african history', 'nyarko']",2024-08-10T09:15:36,African History,Mrs. Nyarko,Fall 2023,exam,
Data_Structures_solution.pdf,Solution for Data Structures (Fall 2023) by Prof. Mensah,pdf,25357312,"['solution', 'mensah', 'fall-2023', 'data structures']",2025-02-25T02:50:39,Data Structures,Prof. Mensah,Fall 2023,solution,
Data_Structures_Week5_tutorial.pdf,Tutorial for Data Structures (Spring 2024) - Week 5 by Prof. Mensah,pdf,43609088,"['week-5', 'spring-2024', 'mensah', 'data structures', 'tutorial']",2023-11-27T02:52:22,Data Structures,Prof. Mensah,Spring 2024,tutorial,Week 5
Operating_Systems_solution.pdf,Solution for Operating Systems (Spring 2024) by Prof. Mensah,pdf,29849600,"['mensah', 'operating systems', 'solution', 'spring-2024']",2024-11-30T02:43:09,Operating Systems,Prof. Mensah,Spring 2024,solution,
Operating_Systems_assignments.docx,Assignments for Operating Systems (Fall 2023) by Dr. Gadaafi,docx,7043072,"['fall-2023', 'operating systems', 'assignments', 'gadaafi']",2024-01-02T11:08:41,Operating Systems,Dr. Gadaafi,Fall 2023,assignments,
IT_Fundamentals_Week4_lecture_notes.pdf,Lecture notes for IT Fundamentals (Summer 2024) - Week 4 by Mrs. Nyarko,pdf,2384896,"['summer-2024', 'nyarko', 'week-4', 'it fundamentals', 'lecture-notes']",2023-09-06T17:02:51,IT Fundamentals,Mrs. Nyarko,Summer 2024,lecture notes,Week 4
Programming_Basics_exam.pdf,Exam for Programming Basics (Summer 2024) by Dr. Gadaafi,pdf,6350848,"['programming basics', 'summer-2024', 'gadaafi', 'exam']",2024-03-02T07:12:29,Programming Basics,Dr. Gadaafi,Summer 2024,exam,
IT_Fundamentals_assignments.docx,Assignments for IT Fundamentals (Fall 2023) by Prof. Mensah,docx,41402368,"['it fundamentals', 'fall-2023', 'mensah', 'assignments']",2024-09-10T14:28:50,IT Fundamentals,Prof. Mensah,Fall 2023,assignments,
Data_Structures_Week10_lecture_notes.pdf,Lecture notes for Data Structures (Summer 2024) - Week 10 by Mrs. Nyarko,pdf,41540608,"['summer-2024', 'data structures', 'nyarko', 'week-10', 'lecture-notes']",2024-06-19T21:46:19,Data Structures,Mrs. Nyarko,Summer 2024,lecture notes,Week 10
Calculus_I_Week12_lecture_notes.pdf,Lecture notes for Calculus I (Fall 2023) - Week 12 by Mrs. Nyarko,pdf,6094848,"['calculus i', 'fall-2023', 'nyarko', 'week-12', 'lecture-notes']",2023-09-04T04:37:05,Calculus I,Mrs. Nyarko,Fall 2023,lecture notes,Week 12
Data_Structures_exam.pdf,Exam for Data Structures (Fall 2023) by Dr. Amoako,pdf,1907712,"['amoako', 'fall-2023', 'data structures', 'exam']",2023-08-21T16:31:51,Data Structures,Dr. Amoako,Fall 2023,exam,
Computer_Networks_Week3_tutorial.pdf,Tutorial for Computer Networks (Fall 2023) - Week 3 by Dr. Amoako,pdf,52310016,"['fall-2023', 'computer networks', 'tutorial', 'week-3', 'amoako']",2023-08-21T19:28:49,Computer Networks,Dr. Amoako,Fall 2023,tutorial,Week 3
Data_Structures_assignments.docx,Assignments for Data Structures (Fall 2023) by Dr. Amoako,docx,940032,"['amoako', 'fall-2023', 'data structures', 'assignments']",2024-03-26T18:38:40,Data Structures,Dr. Amoako,Fall 2023,assignments,
Computer_Networks_Week6_slides.pptx,Slides for Computer Networks (Fall 2023) - Week 6 by Prof. Mensah,pptx,32489472,"['mensah', 'fall-2023', 'slides', 'computer networks', 'week-6']",2023-09-15T18:35:23,Computer Networks,Prof. Mensah,Fall 2023,slides,Week 6
Operating_Systems_Week10_tutorial.pdf,Tutorial for Operating Systems (Fall 2023) - Week 10 by Prof. Mensah,pdf,27602944,"['mensah', 'fall-2023', 'operating systems', 'tutorial', 'week-10']",2025-05-15T19:33:15,Operating Systems,Prof. Mensah,Fall 2023,tutorial,Week 10
Computer_Networks_Week7_tutorial.pdf,Tutorial for Computer Networks (Fall 2023) - Week 7 by Dr. Gadaafi,pdf,40091648,"['week-7', 'fall-2023', 'computer networks', 'gadaafi', 'tutorial']",2024-12-29T02:45:19,Computer Networks,Dr. Gadaafi,Fall 2023,tutorial,Week 7
Programming_Basics_exam.pdf,Exam for Programming Basics (Spring 2024) by Dr. Amoako,pdf,41767936,"['programming basics', 'spring-2024', 'amoako', 'exam']",2024-06-27T09:07:23,Programming Basics,Dr. Amoako,Spring 2024,exam,
Calculus_I_solution.pdf,Solution for Calculus I (Spring 2024) by Prof. Mensah,pdf,12186624,"['solution', 'calculus i', 'spring-2024', 'mensah']",2025-04-22T08:02:41,Calculus I,Prof. Mensah,Spring 2024,solution,
African_History_exam.pdf,Exam for African History (Summer 2024) by Mrs. Nyarko,pdf,31328256,"['exam', 'summer-2024', 'african history', 'nyarko']",2024-05-06T10:13:26,African History,Mrs. Nyarko,Summer 2024,exam,
Data_Structures_Week12_lecture_notes.pdf,Lecture notes for Data Structures (Fall 2023) - Week 12 by Dr. Gadaafi,pdf,8853504,"['fall-2023', 'data structures', 'gadaafi', 'week-12', 'lecture-notes']",2025-01-27T09:51:13,Data Structures,Dr. Gadaafi,Fall 2023,lecture notes,Week 12
Programming_Basics_Week4_slides.pptx,Slides for Programming Basics (Summer 2024) - Week 4 by Prof. Mensah,pptx,33601536,"['summer-2024', 'mensah', 'slides', 'programming basics', 'week-4']",2024-02-11T19:33:30,Programming Basics,Prof. Mensah,Summer 2024,slides,Week 4
Data_Structures_solution.pdf,Solution for Data Structures (Spring 2024) by Dr. Amoako,pdf,15424512,"['amoako', 'solution', 'spring-2024', 'data structures']",2024-12-06T04:55:15,Data Structures,Dr. Amoako,Spring 2024,solution,
Computer_Networks_readings.pdf,Readings for Computer Networks (Spring 2024) by Dr. Amoako,pdf,920576,"['computer networks', 'readings', 'spring-2024', 'amoako']",2024-09-26T08:23:15,Computer Networks,Dr. Amoako,Spring 2024,readings,
Operating_Systems_Week8_tutorial.pdf,Tutorial for Operating Systems (Fall 2023) - Week 8 by Dr. Amoako,pdf,29967360,"['fall-2023', 'week-8', 'operating systems', 'tutorial', 'amoako']",2024-08-05T17:59:34,Operating Systems,Dr. Amoako,Fall 2023,tutorial,Week 8
Computer_Networks_Week4_tutorial.pdf,Tutorial for Computer Networks (Summer 2024) - Week 4 by Prof. Mensah,pdf,6563840,"['summer-2024', 'mensah', 'computer networks', 'week-4', 'tutorial']",2024-02-28T14:02:58,Computer Networks,Prof. Mensah,Summer 2024,tutorial,Week 4
Database_Systems_solution.pdf,Solution for Database Systems (Spring 2024) by Dr. Gadaafi,pdf,15854592,"['database systems', 'gadaafi', 'solution', 'spring-2024']",2023-10-22T21:26:20,Database Systems,Dr. Gadaafi,Spring 2024,solution,
Data_Structures_assignments.docx,Assignments for Data Structures (Fall 2023) by Dr. Amoako,docx,44091392,"['amoako', 'fall-2023', 'data structures', 'assignments']",2025-07-23T22:34:44,Data Structures,Dr. Amoako,Fall 2023,assignments,
IT_Fundamentals_Week10_tutorial.pdf,Tutorial for IT Fundamentals (Fall 2023) - Week 10 by Mrs. Nyarko,pdf,42134528,"['fall-2023', 'nyarko', 'it fundamentals', 'tutorial', 'week-10']",2025-05-14T08:40:58,IT Fundamentals,Mrs. Nyarko,Fall 2023,tutorial,Week 10
Operating_Systems_readings.pdf,Readings for Operating Systems (Summer 2024) by Dr. Amoako,pdf,15822848,"['readings', 'summer-2024', 'operating systems', 'amoako']",2025-06-27T12:42:19,Operating Systems,Dr. Amoako,Summer 2024,readings,
African_History_solution.pdf,Solution for African History (Summer 2024) by Dr. Amoako,pdf,13435904,"['amoako', 'solution', 'summer-2024', 'african history']",2023-10-03T10:15:55,African History,Dr. Amoako,Summer 2024,solution,
Database_Systems_Week2_slides.pptx,Slides for Database Systems (Summer 2024) - Week 2 by Prof. Mensah,pptx,46443520,"['summer-2024', 'week-2', 'database systems', 'mensah', 'slides']",2023-10-22T05:07:46,Database Systems,Prof. Mensah,Summer 2024,slides,Week 2
Database_Systems_exam.pdf,Exam for Database Systems (Spring 2024) by Dr. Amoako,pdf,17329152,"['exam', 'database systems', 'spring-2024', 'amoako']",2025-02-22T20:21:24,Database Systems,Dr. Amoako,Spring 2024,exam,
Computer_Networks_Week1_slides.pptx,Slides for Computer Networks (Spring 2024) - Week 1 by Dr. Amoako,pptx,32274432,"['spring-2024', 'slides', 'computer networks', 'week-1', 'amoako']",2023-11-05T07:55:18,Computer Networks,Dr. Amoako,Spring 2024,slides,Week 1
Computer_Networks_Week11_lecture_notes.pdf,Lecture notes for Computer Networks (Summer 2024) - Week 11 by Prof. Mensah,pdf,10653696,"['summer-2024', 'week-11', 'mensah', 'computer networks', 'lecture-notes']",2024-05-23T07:12:53,Computer Networks,Prof. Mensah,Summer 2024,lecture notes,Week 11
Computer_Networks_Week3_slides.pptx,Slides for Computer Networks (Summer 2024) - Week 3 by Dr. Gadaafi,pptx,2993152,"['summer-2024', 'slides', 'computer networks', 'gadaafi', 'week-3']",2023-10-27T08:14:29,Computer Networks,Dr. Gadaafi,Summer 2024,slides,Week 3
Calculus_I_assignments.docx,Assignments for Calculus I (Spring 2024) by Dr. Gadaafi,docx,32798720,"['calculus i', 'gadaafi', 'spring-2024', 'assignments']",2023-10-15T05:23:29,Calculus I,Dr. Gadaafi,Spring 2024,assignments,
Programming_Basics_Week11_slides.pptx,Slides for Programming Basics (Summer 2024) - Week 11 by Dr. Gadaafi,pptx,2875392,"['summer-2024', 'week-11', 'slides', 'programming basics', 'gadaafi']",2023-12-28T20:08:50,Programming Basics,Dr. Gadaafi,Summer 2024,slides,Week 11
IT_Fundamentals_readings.pdf,Readings for IT Fundamentals (Spring 2024) by Prof. Mensah,pdf,36403200,"['readings', 'it fundamentals', 'spring-2024', 'mensah']",2024-08-30T06:45:43,IT Fundamentals,Prof. Mensah,Spring 2024,readings,
Data_Structures_readings.pdf,Readings for Data Structures (Fall 2023) by Dr. Amoako,pdf,23825408,"['amoako', 'readings', 'fall-2023', 'data structures']",2024-09-21T23:23:49,Data Structures,Dr. Amoako,Fall 2023,readings,
African_History_Week5_tutorial.pdf,Tutorial for African History (Fall 2023) - Week 5 by Dr. Amoako,pdf,25000960,"['week-5', 'fall-2023', 'tutorial', 'amoako', 'african history']",2024-04-11T02:15:28,African History,Dr. Amoako,Fall 2023,tutorial,Week 5
Data_Structures_exam.pdf,Exam for Data Structures (Summer 2024) by Mrs. Nyarko,pdf,51303424,"['exam', 'summer-2024', 'data structures', 'nyarko']",2024-08-20T18:57:37,Data Structures,Mrs. Nyarko,Summer 2024,exam,
Computer_Networks_solution.pdf,Solution for Computer Networks (Fall 2023) by Dr. Amoako,pdf,1528832,"['computer networks', 'solution', 'fall-2023', 'amoako']",2023-12-14T02:20:04,Computer Networks,Dr. Amoako,Fall 2023,solution,
African_History_solution.pdf,Solution for African History (Fall 2023) by Prof. Mensah,pdf,33903616,"['solution', 'mensah', 'fall-2023', 'african history']",2025-06-12T06:34:07,African History,Prof. Mensah,Fall 2023,solution,
Calculus_I_readings.pdf,Readings for Calculus I (Summer 2024) by Dr. Gadaafi,pdf,7014400,"['readings', 'calculus i', 'gadaafi', 'summer-2024']",2025-07-05T09:46:08,Calculus I,Dr. Gadaafi,Summer 2024,readings,
Computer_Networks_exam.pdf,Exam for Computer Networks (Fall 2023) by Dr. Gadaafi,pdf,18855936,"['computer networks', 'gadaafi', 'exam', 'fall-2023']",2024-12-30T00:42:49,Computer Networks,Dr. Gadaafi,Fall 2023,exam,
Data_Structures_assignments.docx,Assignments for Data Structures (Spring 2024) by Mrs. Nyarko,docx,10905600,"['spring-2024', 'data structures', 'assignments', 'nyarko']",2024-03-03T20:08:49,Data Structures,Mrs. Nyarko,Spring 2024,assignments,
Database_Systems_exam.pdf,Exam for Database Systems (Fall 2023) by Prof. Mensah,pdf,11092992,"['exam', 'database systems', 'fall-2023', 'mensah']",2024-08-14T17:43:02,Database Systems,Prof. Mensah,Fall 2023,exam,
Data_Structures_exam.pdf,Exam for Data Structures (Fall 2023) by Prof. Mensah,pdf,33417216,"['exam', 'mensah', 'fall-2023', 'data structures']",2023-09-21T00:31:56,Data Structures,Prof. Mensah,Fall 2023,exam,
Operating_Systems_exam.pdf,Exam for Operating Systems (Spring 2024) by Prof. Mensah,pdf,26467328,"['exam', 'mensah', 'operating systems', 'spring-2024']",2024-11-21T01:45:51,Operating Systems,Prof. Mensah,Spring 2024,exam,
Data_Structures_Week7_slides.pptx,Slides for Data Structures (Spring 2024) - Week 7 by Dr. Amoako,pptx,43751424,"['week-7', 'spring-2024', 'data structures', 'slides', 'amoako']",2024-05-05T13:32:01,Data Structures,Dr. Amoako,Spring 2024,slides,Week 7
Computer_Networks_assignments.docx,Assignments for Computer Networks (Summer 2024) by Mrs. Nyarko,docx,44280832,"['computer networks', 'summer-2024', 'assignments', 'nyarko']",2024-08-05T03:41:55,Computer Networks,Mrs. Nyarko,Summer 2024,assignments,
Operating_Systems_Week11_slides.pptx,Slides for Operating Systems (Summer 2024) - Week 11 by Prof. Mensah,pptx,44232704,"['summer-2024', 'week-11', 'mensah', 'slides', 'operating systems']",2024-07-29T13:34:07,Operating Systems,Prof. Mensah,Summer 2024,slides,Week 11
Database_Systems_exam.pdf,Exam for Database Systems (Fall 2023) by Mrs. Nyarko,pdf,52130816,"['exam', 'database systems', 'fall-2023', 'nyarko']",2024-10-04T15:37:51,Database Systems,Mrs. Nyarko,Fall 2023,exam,
Computer_Networks_Week1_slides.pptx,Slides for Computer Networks (Spring 2024) - Week 1 by Prof. Mensah,pptx,6327296,"['spring-2024', 'mensah', 'slides', 'computer networks', 'week-1']",2024-03-16T03:23:37,Computer Networks,Prof. Mensah,Spring 2024,slides,Week 1
Data_Structures_readings.pdf,Readings for Data Structures (Spring 2024) by Prof. Mensah,pdf,13656064,"['readings', 'mensah', 'spring-2024', 'data structures']",2024-12-13T14:36:25,Data Structures,Prof. Mensah,Spring 2024,readings,
Calculus_I_Week5_tutorial.pdf,Tutorial for Calculus I (Fall 2023) - Week 5 by Mrs. Nyarko,pdf,16532480,"['calculus i', 'week-5', 'fall-2023', 'nyarko', 'tutorial']",2024-05-29T17:33:45,Calculus I,Mrs. Nyarko,Fall 2023,tutorial,Week 5
Computer_Networks_Week5_tutorial.pdf,Tutorial for Computer Networks (Fall 2023) - Week 5 by Dr. Gadaafi,pdf,43495424,"['week-5', 'fall-2023', 'computer networks', 'gadaafi', 'tutorial']",2024-05-01T11:10:54,Computer Networks,Dr. Gadaafi,Fall 2023,tutorial,Week 5
IT_Fundamentals_solution.pdf,Solution for IT Fundamentals (Summer 2024) by Prof. Mensah,pdf,5472256,"['solution', 'it fundamentals', 'summer-2024', 'mensah']",2024-03-04T03:46:50,IT Fundamentals,Prof. Mensah,Summer 2024,solution,
Calculus_I_Week9_lecture_notes.pdf,Lecture notes for Calculus I (Spring 2024) - Week 9 by Dr. Amoako,pdf,28427264,"['calculus i', 'spring-2024', 'week-9', 'amoako', 'lecture-notes']",2024-10-20T19:24:18,Calculus I,Dr. Amoako,Spring 2024,lecture notes,Week 9
IT_Fundamentals_Week5_slides.pptx,Slides for IT Fundamentals (Fall 2023) - Week 5 by Dr. Gadaafi,pptx,17460224,"['week-5', 'fall-2023', 'slides', 'it fundamentals', 'gadaafi']",2023-10-30T20:25:27,IT Fundamentals,Dr. Gadaafi,Fall 2023,slides,Week 5
Operating_Systems_assignments.docx,Assignments for Operating Systems (Fall 2023) by Dr. Amoako,docx,1521664,"['fall-2023', 'operating systems', 'amoako', 'assignments']",2023-12-14T17:57:46,Operating Systems,Dr. Amoako,Fall 2023,assignments,
IT_Fundamentals_Week11_lecture_notes.pdf,Lecture notes for IT Fundamentals (Summer 2024) - Week 11 by Dr. Amoako,pdf,45523968,"['summer-2024', 'week-11', 'it fundamentals', 'amoako', 'lecture-notes']",2024-11-22T14:36:21,IT Fundamentals,Dr. Amoako,Summer 2024,lecture notes,Week 11
Computer_Networks_exam.pdf,Exam for Computer Networks (Spring 2024) by Mrs. Nyarko,pdf,15296512,"['computer networks', 'spring-2024', 'exam', 'nyarko']",2025-04-10T09:53:45,Computer Networks,Mrs. Nyarko,Spring 2024,exam,
African_History_assignments.docx,Assignments for African History (Spring 2024) by Dr. Gadaafi,docx,35344384,"['spring-2024', 'gadaafi', 'african history', 'assignments']",2024-06-13T22:14:05,African History,Dr. Gadaafi,Spring 2024,assignments,
Operating_Systems_solution.pdf,Solution for Operating Systems (Spring 2024) by Dr. Gadaafi,pdf,19485696,"['spring-2024', 'operating systems', 'solution', 'gadaafi']",2024-09-11T23:59:49,Operating Systems,Dr. Gadaafi,Spring 2024,solution,
Programming_Basics_assignments.docx,Assignments for Programming Basics (Fall 2023) by Dr. Gadaafi,docx,15762432,"['programming basics', 'fall-2023', 'gadaafi', 'assignments']",2025-02-07T10:35:26,Programming Basics,Dr. Gadaafi,Fall 2023,assignments,
Database_Systems_solution.pdf,Solution for Database Systems (Spring 2024) by Prof. Mensah,pdf,28720128,"['solution', 'database systems', 'spring-2024', 'mensah']",2024-08-29T15:05:34,Database Systems,Prof. Mensah,Spring 2024,solution,
IT_Fundamentals_Week7_slides.pptx,Slides for IT Fundamentals (Spring 2024) - Week 7 by Dr. Amoako,pptx,26707968,"['week-7', 'spring-2024', 'slides', 'it fundamentals', 'amoako']",2025-07-03T04:26:25,IT Fundamentals,Dr. Amoako,Spring 2024,slides,Week 7
Operating_Systems_Week7_tutorial.pdf,Tutorial for Operating Systems (Fall 2023) - Week 7 by Dr. Amoako,pdf,47923200,"['week-7', 'fall-2023', 'operating systems', 'tutorial', 'amoako']",2023-12-07T18:35:56,Operating Systems,Dr. Amoako,Fall 2023,tutorial,Week 7
Database_Systems_exam.pdf,Exam for Database Systems (Summer 2024) by Mrs. Nyarko,pdf,48762880,"['exam', 'database systems', 'summer-2024', 'nyarko']",2024-08-21T21:40:06,Database Systems,Mrs. Nyarko,Summer 2024,exam,
African_History_Week9_tutorial.pdf,Tutorial for African History (Summer 2024) - Week 9 by Prof. Mensah,pdf,19851264,"['summer-2024', 'mensah', 'week-9', 'tutorial', 'african history']",2024-06-21T08:47:50,African History,Prof. Mensah,Summer 2024,tutorial,Week 9
Data_Structures_solution.pdf,Solution for Data Structures (Fall 2023) by Dr. Amoako,pdf,38659072,"['amoako', 'solution', 'fall-2023', 'data structures']",2025-03-29T20:51:07,Data Structures,Dr. Amoako,Fall 2023,solution,
Computer_Networks_readings.pdf,Readings for Computer Networks (Spring 2024) by Mrs. Nyarko,pdf,50704384,"['computer networks', 'readings', 'spring-2024', 'nyarko']",2025-01-26T16:27:50,Computer Networks,Mrs. Nyarko,Spring 2024,readings,
IT_Fundamentals_assignments.docx,Assignments for IT Fundamentals (Spring 2024) by Dr. Gadaafi,docx,50112512,"['it fundamentals', 'gadaafi', 'spring-2024', 'assignments']",2024-09-02T01:55:14,IT Fundamentals,Dr. Gadaafi,Spring 2024,assignments,
Data_Structures_Week1_tutorial.pdf,Tutorial for Data Structures (Summer 2024) - Week 1 by Mrs. Nyarko,pdf,19197952,"['summer-2024', 'data structures', 'nyarko', 'tutorial', 'week-1']",2024-06-05T06:32:26,Data Structures,Mrs. Nyarko,Summer 2024,tutorial,Week 1
Computer_Networks_Week4_tutorial.pdf,Tutorial for Computer Networks (Summer 2024) - Week 4 by Mrs. Nyarko,pdf,12414976,"['summer-2024', 'nyarko', 'computer networks', 'week-4', 'tutorial']",2024-01-13T02:05:41,Computer Networks,Mrs. Nyarko,Summer 2024,tutorial,Week 4
Programming_Basics_readings.pdf,Readings for Programming Basics (Spring 2024) by Mrs. Nyarko,pdf,46222336,"['programming basics', 'readings', 'spring-2024', 'nyarko']",2024-07-24T20:55:00,Programming Basics,Mrs. Nyarko,Spring 2024,readings,
IT_Fundamentals_assignments.docx,Assignments for IT Fundamentals (Summer 2024) by Dr. Amoako,docx,37313536,"['it fundamentals', 'summer-2024', 'amoako', 'assignments']",2024-03-26T05:46:54,IT Fundamentals,Dr. Amoako,Summer 2024,assignments,
African_History_solution.pdf,Solution for African History (Spring 2024) by Dr. Gadaafi,pdf,50392064,"['solution', 'gadaafi', 'african history', 'spring-2024']",2023-11-06T03:11:24,African History,Dr. Gadaafi,Spring 2024,solution,
IT_Fundamentals_solution.pdf,Solution for IT Fundamentals (Fall 2023) by Dr. Amoako,pdf,51416064,"['solution', 'it fundamentals', 'fall-2023', 'amoako']",2024-12-31T12:34:45,IT Fundamentals,Dr. Amoako,Fall 2023,solution,
Data_Structures_exam.pdf,Exam for Data Structures (Spring 2024) by Prof. Mensah,pdf,37133312,"['exam', 'mensah', 'spring-2024', 'data structures']",2024-07-21T04:15:20,Data Structures,Prof. Mensah,Spring 2024,exam,
Database_Systems_Week11_lecture_notes.pdf,Lecture notes for Database Systems (Summer 2024) - Week 11 by Mrs. Nyarko,pdf,4698112,"['summer-2024', 'week-11', 'database systems', 'nyarko', 'lecture-notes']",2023-10-06T22:23:56,Database Systems,Mrs. Nyarko,Summer 2024,lecture notes,Week 11
Database_Systems_Week9_lecture_notes.pdf,Lecture notes for Database Systems (Spring 2024) - Week 9 by Dr. Amoako,pdf,3880960,"['spring-2024', 'database systems', 'week-9', 'amoako', 'lecture-notes']",2024-02-01T16:23:09,Database Systems,Dr. Amoako,Spring 2024,lecture notes,Week 9
Programming_Basics_Week11_tutorial.pdf,Tutorial for Programming Basics (Summer 2024) - Week 11 by Prof. Mensah,pdf,5860352,"['summer-2024', 'week-11', 'mensah', 'programming basics', 'tutorial']",2025-02-16T21:57:58,Programming Basics,Prof. Mensah,Summer 2024,tutorial,Week 11
Calculus_I_Week7_lecture_notes.pdf,Lecture notes for Calculus I (Spring 2024) - Week 7 by Dr. Amoako,pdf,19474432,"['calculus i', 'week-7', 'spring-2024', 'amoako', 'lecture-notes']",2024-01-14T08:47:42,Calculus I,Dr. Amoako,Spring 2024,lecture notes,Week 7
Calculus_I_solution.pdf,Solution for Calculus I (Summer 2024) by Prof. Mensah,pdf,28054528,"['solution', 'calculus i', 'summer-2024', 'mensah']",2023-12-13T20:19:35,Calculus I,Prof. Mensah,Summer 2024,solution,
IT_Fundamentals_Week6_tutorial.pdf,Tutorial for IT Fundamentals (Fall 2023) - Week 6 by Mrs. Nyarko,pdf,200704,"['fall-2023', 'nyarko', 'week-6', 'it fundamentals', 'tutorial']",2025-04-03T23:22:28,IT Fundamentals,Mrs. Nyarko,Fall 2023,tutorial,Week 6
Programming_Basics_solution.pdf,Solution for Programming Basics (Fall 2023) by Mrs. Nyarko,pdf,52145152,"['programming basics', 'fall-2023', 'solution', 'nyarko']",2024-11-23T10:47:34,Programming Basics,Mrs. Nyarko,Fall 2023,solution,
Calculus_I_Week8_tutorial.pdf,Tutorial for Calculus I (Spring 2024) - Week 8 by Dr. Gadaafi,pdf,9600000,"['calculus i', 'spring-2024', 'week-8', 'gadaafi', 'tutorial']",2025-05-28T15:39:02,Calculus I,Dr. Gadaafi,Spring 2024,tutorial,Week 8
Programming_Basics_Week5_slides.pptx,Slides for Programming Basics (Spring 2024) - Week 5 by Dr. Gadaafi,pptx,41279488,"['week-5', 'spring-2024', 'slides', 'programming basics', 'gadaafi']",2025-06-12T10:14:56,Programming Basics,Dr. Gadaafi,Spring 2024,slides,Week 5
Programming_Basics_readings.pdf,Readings for Programming Basics (Spring 2024) by Mrs. Nyarko,pdf,27726848,"['programming basics', 'readings', 'spring-2024', 'nyarko']",2023-08-12T23:17:53,Programming Basics,Mrs. Nyarko,Spring 2024,readings,
African_History_solution.pdf,Solution for African History (Fall 2023) by Prof. Mensah,pdf,16352256,"['solution', 'mensah', 'fall-2023', 'african history']",2024-07-07T17:56:18,African History,Prof. Mensah,Fall 2023,solution,
IT_Fundamentals_solution.pdf,Solution for IT Fundamentals (Fall 2023) by Mrs. Nyarko,pdf,51018752,"['it fundamentals', 'fall-2023', 'solution', 'nyarko']",2023-09-02T10:34:02,IT Fundamentals,Mrs. Nyarko,Fall 2023,solution,
Data_Structures_assignments.docx,Assignments for Data Structures (Summer 2024) by Mrs. Nyarko,docx,35499008,"['summer-2024', 'data structures', 'assignments', 'nyarko']",2024-07-10T19:25:09,Data Structures,Mrs. Nyarko,Summer 2024,assignments,
Calculus_I_exam.pdf,Exam for Calculus I (Summer 2024) by Dr. Gadaafi,pdf,16273408,"['exam', 'calculus i', 'gadaafi', 'summer-2024']",2025-04-16T12:46:21,Calculus I,Dr. Gadaafi,Summer 2024,exam,
IT_Fundamentals_Week4_lecture_notes.pdf,Lecture notes for IT Fundamentals (Summer 2024) - Week 4 by Dr. Amoako,pdf,6847488,"['summer-2024', 'week-4', 'it fundamentals', 'amoako', 'lecture-notes']",2024-04-27T06:31:08,IT Fundamentals,Dr. Amoako,Summer 2024,lecture notes,Week 4
Operating_Systems_Week11_lecture_notes.pdf,Lecture notes for Operating Systems (Fall 2023) - Week 11 by Mrs. Nyarko,pdf,52141056,"['week-11', 'fall-2023', 'nyarko', 'operating systems', 'lecture-notes']",2023-12-17T00:51:25,Operating Systems,Mrs. Nyarko,Fall 2023,lecture notes,Week 11
Operating_Systems_exam.pdf,Exam for Operating Systems (Fall 2023) by Dr. Gadaafi,pdf,44934144,"['exam', 'fall-2023', 'operating systems', 'gadaafi']",2023-09-23T05:37:06,Operating Systems,Dr. Gadaafi,Fall 2023,exam,
Programming_Basics_assignments.docx,Assignments for Programming Basics (Fall 2023) by Prof. Mensah,docx,22478848,"['programming basics', 'mensah', 'fall-2023', 'assignments']",2025-06-20T19:18:57,Programming Basics,Prof. Mensah,Fall 2023,assignments,
